Ticker,Date,MarketOpen,High,Low,MarketClose,Adj Close,Volume,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,rolling_mean_7,rolling_std_7
TataMotors,29-09-2014,504.6867371,510.1283569,502.2627258,505.329834,502.0066528,5160966,502.3506775,495.7161865,504.6113281,508.9359741,530.8051147,510.0171814,516.4058838,507.7775879,11.21667124
TataMotors,30-09-2014,509.237915,509.237915,494.9907227,496.821106,493.553894,5576865,502.0066528,502.3506775,495.7161865,504.6113281,508.9359741,530.8051147,510.0171814,505.4256897,12.33869249
TataMotors,01-10-2014,495.8811646,502.0153809,493.9518738,497.4147339,494.1435852,3727045,493.553894,502.0066528,502.3506775,495.7161865,504.6113281,508.9359741,530.8051147,500.1883283,5.839819947
TataMotors,07-10-2014,497.4147339,511.3156128,497.4147339,499.5913696,496.3059692,5462324,494.1435852,493.553894,502.0066528,502.3506775,495.7161865,504.6113281,508.9359741,498.3840419,4.479290145
TataMotors,08-10-2014,501.6196289,507.2591248,496.672699,503.5983887,500.2865906,3963078,496.3059692,494.1435852,493.553894,502.0066528,502.3506775,495.7161865,504.6113281,497.7662223,3.709288595
TataMotors,09-10-2014,509.48526,516.9551392,507.8527832,515.0753174,511.6881104,3758873,500.2865906,496.3059692,494.1435852,493.553894,502.0066528,502.3506775,495.7161865,500.0479257,6.26798824
TataMotors,10-10-2014,509.0400391,509.0400391,484.1569214,487.4713745,484.265625,7535919,511.6881104,500.2865906,496.3059692,494.1435852,493.553894,502.0066528,502.3506775,497.4643467,8.492940673
TataMotors,13-10-2014,484.8000488,492.9130249,474.9556274,490.9837036,487.7548828,5193538,484.265625,511.6881104,500.2865906,496.3059692,494.1435852,493.553894,502.0066528,495.4283796,8.920064065
TataMotors,14-10-2014,493.6055908,494.8917847,480.9414368,482.8212585,479.6461182,3886857,487.7548828,484.265625,511.6881104,500.2865906,496.3059692,494.1435852,493.553894,493.4415545,10.76521419
TataMotors,15-10-2014,482.8212585,482.8212585,482.8212585,482.8212585,479.6461182,0,479.6461182,487.7548828,484.265625,511.6881104,500.2865906,496.3059692,494.1435852,491.3704878,11.93827886
TataMotors,16-10-2014,480.2983093,495.7822266,476.5881042,478.6658325,475.5180054,6643744,479.6461182,479.6461182,487.7548828,484.265625,511.6881104,500.2865906,496.3059692,488.4007786,13.04059705
TataMotors,17-10-2014,478.6163635,478.6163635,463.0335083,470.7507324,467.6549683,9595387,475.5180054,479.6461182,479.6461182,487.7548828,484.265625,511.6881104,500.2865906,483.7391183,13.88849411
TataMotors,20-10-2014,482.7223206,491.7257385,479.4573364,489.4006958,486.1822815,5839603,467.6549683,475.5180054,479.6461182,479.6461182,487.7548828,484.265625,511.6881104,480.0954285,6.942972125
TataMotors,21-10-2014,493.7539978,498.7998657,488.5102539,496.12854,492.8659058,3972592,486.1822815,467.6549683,475.5180054,479.6461182,479.6461182,487.7548828,484.265625,481.32404,8.409888214
TataMotors,22-10-2014,503.2521057,514.9763794,503.2521057,513.640686,510.2628479,5842953,492.8659058,486.1822815,467.6549683,475.5180054,479.6461182,479.6461182,487.7548828,484.5394636,13.83283256
TataMotors,27-10-2014,511.5135193,512.5028687,496.9200439,498.3546448,495.0773621,3177278,510.2628479,492.8659058,486.1822815,467.6549683,475.5180054,479.6461182,479.6461182,486.743927,14.14901883
TataMotors,28-10-2014,500.3334351,505.8739929,497.7115479,503.2521057,499.9425964,2422395,495.0773621,510.2628479,492.8659058,486.1822815,467.6549683,475.5180054,479.6461182,489.6434239,14.52666979
TataMotors,29-10-2014,510.0294189,521.8526001,510.0294189,520.6158447,517.1921997,4416090,499.9425964,495.0773621,510.2628479,492.8659058,486.1822815,467.6549683,475.5180054,495.5968802,16.21443243
TataMotors,30-10-2014,516.8067017,525.7112427,514.5806274,521.3579102,517.9293823,6242397,517.1921997,499.9425964,495.0773621,510.2628479,492.8659058,486.1822815,467.6549683,502.7789394,12.47907118
TataMotors,31-10-2014,520.7642822,532.7853394,515.4215698,530.1634521,526.677002,3956550,517.9293823,517.1921997,499.9425964,495.0773621,510.2628479,492.8659058,486.1822815,508.5638994,12.88261946
TataMotors,03-11-2014,524.9691772,530.2129517,520.6653442,525.7606812,522.3031616,2794484,526.677002,517.9293823,517.1921997,499.9425964,495.0773621,510.2628479,492.8659058,512.7692217,11.64988181
TataMotors,05-11-2014,523.3861694,534.0715332,515.7183838,530.3118896,526.8244629,6584901,522.3031616,526.677002,517.9293823,517.1921997,499.9425964,495.0773621,510.2628479,515.1351667,12.69122073
